route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible
vilnius_bus_1,13234,1,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,2,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,3,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,4,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,5,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,6,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,7,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,8,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,9,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,10,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,11,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,12,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,13,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,14,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,15,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,16,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,17,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,18,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,19,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,20,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,21,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,22,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,23,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,24,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,25,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,26,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,27,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,28,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,29,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,30,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,31,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,32,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,33,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,34,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,35,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,36,"Oro uostas",0,69556,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,37,"Oro uostas",0,69557,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,38,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,39,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,40,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,41,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,42,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,43,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,44,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,45,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,46,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,47,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,48,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,49,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,50,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,51,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,52,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,53,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,54,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,55,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,56,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,57,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,58,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,59,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,60,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,61,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,62,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,63,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,64,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,65,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,66,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,67,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,68,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,69,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,70,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,71,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,72,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,73,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,74,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,75,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,76,"Oro uostas",0,69559,vilnius_bus_1_a-b,1
vilnius_bus_1,13235,77,"Oro uostas",0,69558,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,78,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,79,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,80,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,81,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,82,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,83,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,84,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,85,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,86,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,87,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,88,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,89,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,90,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,91,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,92,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,93,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,94,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,95,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,96,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,97,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,98,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,99,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,100,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,101,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,102,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,103,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,104,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,105,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,106,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,107,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,108,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,109,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,110,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,111,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,112,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,113,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,114,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,115,"Oro uostas",0,69561,vilnius_bus_1_a-b,1
vilnius_bus_1,13236,116,"Oro uostas",0,69560,vilnius_bus_1_a-b,1
vilnius_bus_1,13234,117,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,118,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,119,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,120,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,121,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,122,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,123,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,124,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,125,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,126,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,127,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,128,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,129,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,130,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,131,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,132,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,133,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,134,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,135,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,136,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,137,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,138,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,139,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,140,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,141,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,142,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,143,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,144,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,145,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,146,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,147,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,148,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,149,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,150,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,151,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,152,"Stotis",1,69556,vilnius_bus_1_b-a,1
vilnius_bus_1,13234,153,"Stotis",1,69557,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,154,"Stotis",1,69558,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,155,"Stotis",1,69558,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,156,"Stotis",1,69559,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,157,"Stotis",1,69558,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,158,"Stotis",1,69559,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,159,"Stotis",1,69558,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,160,"Stotis",1,69559,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,161,"Stotis",1,69558,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,162,"Stotis",1,69559,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,163,"Stotis",1,69558,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,164,"Stotis",1,69559,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,165,"Stotis",1,69558,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,166,"Stotis",1,69559,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,167,"Stotis",1,69558,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,168,"Stotis",1,69559,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,169,"Stotis",1,69558,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,170,"Stotis",1,69559,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,171,"Stotis",1,69558,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,172,"Stotis",1,69559,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,173,"Stotis",1,69558,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,174,"Stotis",1,69559,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,175,"Stotis",1,69558,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,176,"Stotis",1,69559,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,177,"Stotis",1,69558,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,178,"Stotis",1,69559,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,179,"Stotis",1,69558,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,180,"Stotis",1,69559,vilnius_bus_1_b-a,1
vilnius_bus_1,13235,181,"Stotis",1,69558,vilnius_bus_1_b-a,1
